_,0.1636948,0.4043681
A,0.12265,0.5436948
E,0.1030381,0.6232415
E,0.1826534,0.8625071
A,0.2824198,2.022875
E,0.2623165,2.122602
E,0.4026518,2.362436
_,0.3433845,3.403404
A,0.4424928,3.583382
E,0.5224749,3.682806
E,0.6228878,3.923232
A,0.6229758,5.002959
E,0.7423396,5.103783
E,0.8229429,5.403289
E,1.102666,6.362584
A,0.7837703,6.602892
_,0.4433817,6.763765
_,0.5628058,7.022879
A,0.9025996,8.143001
_,0.6624704,8.26363
_,0.7632477,8.522405
E,1.342288,9.463044
A,1.042687,9.682593
_,0.8627128,9.842596
_,1.063095,10.08323
A,1.163615,11.2631
_,1.142609,11.3827
_,1.262832,11.64278
E,1.823661,13.3226
_,1.703085,13.34311
A,1.942968,14.12259
E,2.683024,14.88261
_,2.243414,15.7432
E,2.783171,16.30366
_,2.622894,16.44336
A,2.085263,16.84269
E,4.342699,17.00341
E,4.763538,19.48326
_,3.043539,19.48326
A,2.842465,20.28294
E,5.522786,21.02287
_,3.602615,21.76346
E,5.642962,22.38367
_,3.902614,22.52315
E,5.783356,22.92363
_,5.643608,23.0837
_,6.14277,25.76362
E,6.442714,26.44299
_,6.622548,27.16414
A,3.462557,27.92322
E,6.582807,28.54438
A,3.902506,28.66345
E,6.682513,29.12312
_,8.262237,29.32373
_,9.762535,31.94316
E,7.022737,33.44391
_,9.902562,33.76318
A,6.783011,33.9435
